term_str,n,p,i,h,df,idf,dfidf,n_chars,ngram_length,porter_stem,max_pos,max_pos_group,n_pos,cat_pos,n_pos_group,cat_pos_group,stop,tfidf_mean,dp,di,dh,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
recession,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,9,1,recess,NN,NOUN,1,NN,1,NOUN,0,2.794418804313764,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,1,1,0,1,0,1,0,0,-1
recommend,177,4.2327607069714766e-05,14.528041544160786,0.0006149372339737299,62,1.630766190334281,101.10750380072542,9,1,recommend,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8164477883724809,0.3229166666666667,1.630766190334281,0.526601582295445,0,0,0,0,0,0,1,0,0,1,1
reconciliation,91,2.176165109233923e-05,15.487852454045086,0.0003370412412745591,25,2.9411063109464313,73.52765777366078,14,1,reconcili,NN,NOUN,2,NN|NNP,1,NOUN,0,1.4720629510402832,0.13020833333333334,2.9411063109464313,0.3829565509044833,0,1,0,0,1,0,1,0,0,1,1
reconsideration,96,2.2957346207302922e-05,15.410684593522626,0.0003537884215050482,49,1.970252656605948,96.54238017369146,15,1,reconsider,NN,NOUN,2,NN|NNP,1,NOUN,0,0.9863347813288197,0.2552083333333333,1.9702526566059482,0.5028248967379764,0,0,0,0,0,0,1,0,0,1,1
reconstruct,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,2,6.584962500721156,13.169925001442312,11,1,reconstruct,NN,NOUN,1,NN,1,NOUN,0,3.294706140065344,0.010416666666666666,6.584962500721156,0.06859335938251204,0,1,0,0,0,0,1,0,0,0,1
reconstruction,36,8.609004827738597e-06,16.82572209280147,0.0001448527227271158,13,3.884522782580064,50.49879617354083,14,1,reconstruct,NN,NOUN,2,NN|NNP,1,NOUN,0,1.9439125723968163,0.06770833333333333,3.884522782580064,0.2630145634038585,0,1,0,0,0,0,1,0,0,0,1
recreation,52,1.2435229195622417e-05,16.29520737610269,0.00020263463851203395,26,2.884522782580064,74.99759234708166,10,1,recreat,NN,NOUN,2,NN|NNP,1,NOUN,0,1.4434905374708225,0.13541666666666666,2.884522782580064,0.3906124601410503,0,1,0,0,1,0,1,0,0,0,1
recreational,32,7.65244873576764e-06,16.995647094243783,0.0001300583181198988,19,3.3370349872775704,63.40366475827384,12,1,recreat,NN,NOUN,1,NN,1,NOUN,0,1.669817554582374,0.09895833333333333,3.337034987277571,0.3302274206160096,0,1,0,0,1,0,1,0,0,0,1
refused,120,2.8696682759128654e-05,15.088756498635265,0.000432997258471077,64,1.584962500721156,101.43760004615399,7,1,refus,VB,VERB,1,VB,1,VERB,0,0.7933926275696197,0.3333333333333333,1.584962500721156,0.5283208335737186,0,0,0,0,0,1,0,1,0,0,-1
regent,143,3.419688028796165e-05,14.835775757465393,0.0005073372475570876,16,3.584962500721156,57.3594000115385,6,1,regent,NNP,NOUN,2,NN|NNP,1,NOUN,0,1.7950253424054063,0.08333333333333333,3.584962500721156,0.29874687506009634,0,0,0,0,0,0,1,0,0,1,1
regressive,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,regress,NN,NOUN,1,NN,1,NOUN,0,3.7950148529802075,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,0,1,1,0,0,0,0
regularity,80,1.91311218394191e-05,15.67371899935642,0.0002998558278535057,30,2.678071905112638,80.34215715337913,10,1,regular,NN,NOUN,1,NN,1,NOUN,0,1.3406078985457794,0.15625,2.678071905112638,0.4184487351738497,0,1,0,0,0,0,1,0,0,1,1
regulatory,296,7.078515080585068e-05,13.786193728614833,0.0009758578021186739,61,1.6542251631582698,100.90773495265447,10,1,regulatori,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8288013896669938,0.3177083333333333,1.65422516315827,0.5255611195450753,0,0,0,1,0,1,0,0,0,0,-1
rehabilitation,131,3.132721201204878e-05,14.962224092706332,0.0004687247663239955,50,1.9411063109464315,97.05531554732157,14,1,rehabilit,NN,NOUN,2,NN|NNP,1,NOUN,0,0.9716559575167252,0.2604166666666667,1.9411063109464315,0.5054964351422999,0,1,0,0,0,0,1,0,0,0,1
reimbursement,11,2.6305292529201267e-06,18.536215475606486,4.876005704701362e-05,9,4.415037499278844,39.7353374935096,13,1,reimburs,NN,NOUN,1,NN,1,NOUN,0,2.209111522520822,0.046875,4.415037499278844,0.2069548827786958,0,0,0,0,0,0,1,0,0,1,1
reinforcement,14,3.3479463218983428e-06,18.188292172186177,6.089342587948313e-05,12,4.0,48.0,13,1,reinforc,NN,NOUN,1,NN,1,NOUN,0,2.001487735337027,0.0625,4.0,0.25,0,0,0,0,0,0,1,0,0,1,1
reject,141,3.371860224197617e-05,14.856095741844989,0.0005009267831879871,62,1.630766190334281,101.10750380072542,6,1,reject,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8164578325456398,0.3229166666666667,1.630766190334281,0.526601582295445,1,0,0,1,0,1,0,1,0,0,-1
rejection,127,3.0370655920077827e-05,15.006962407471617,0.00045577129168286324,63,1.6076825772212395,101.28400236493809,9,1,reject,NN,NOUN,2,NN|NNP,1,NOUN,0,0.8049552845205764,0.328125,1.6076825772212395,0.5275208456507192,1,0,1,1,0,1,0,1,0,0,-1
rejects,74,1.769628770146267e-05,15.786193728614833,0.00027935702593259384,46,2.0614005446641435,94.8244250545506,7,1,reject,NN,NOUN,2,NN|NNP,1,NOUN,0,1.0318078686954806,0.23958333333333334,2.0614005446641435,0.49387721382578437,1,0,0,1,0,1,0,1,0,0,-1
rejoicing,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,rejoic,VB,VERB,1,VB,1,VERB,0,3.7950673070704575,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,1,0,1
relevant,715,0.00017098440143980824,12.51384766257803,0.002139672752294848,137,0.4869304177606295,66.70946723320624,8,1,relev,NN,NOUN,2,NN|NNP,1,NOUN,0,0.24437922558537395,0.7135416666666666,0.4869304177606295,0.34744514183961583,0,0,0,0,0,0,1,0,0,1,1
reliability,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,4,5.584962500721156,22.339850002884624,11,1,reliabl,NN,NOUN,1,NN,1,NOUN,0,2.794385493729853,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,0,0,1,0,0,1,1
reliable,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,8,4.584962500721156,36.67970000576925,8,1,reliabl,NN,NOUN,1,NN,1,NOUN,0,2.2940784337752778,0.041666666666666664,4.584962500721156,0.19104010419671483,0,0,0,0,0,0,1,0,0,1,1
reliance,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,6,5.0,30.0,8,1,relianc,NN,NOUN,2,NN|NNP,1,NOUN,0,2.501772184084895,0.03125,5.0,0.15625,0,0,0,0,0,0,1,0,0,1,1
remains,142,3.395774126496891e-05,14.845899974739101,0.0005041332301877989,72,1.4150374992788437,101.88269994807675,7,1,remain,NN,NOUN,1,NN,1,NOUN,0,0.7084158128312089,0.375,1.4150374992788437,0.5306390622295664,0,0,1,1,0,1,1,0,0,1,0
remand,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,17,3.497499659470817,59.45749421100389,6,1,remand,NN,NOUN,2,NN|NNP,1,NOUN,0,1.7504983191668309,0.08854166666666667,3.4974996594708165,0.3096744490156452,1,0,0,0,0,1,0,0,0,0,-1
remarkable,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,10,1,remark,NN,NOUN,1,NN,1,NOUN,0,3.294688011952133,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,1,0,1,0,1,1,1
remedy,123,2.941409982810687e-05,15.053132588904543,0.00044277434469576705,53,1.857042046157957,98.42322844637172,6,1,remedi,NN,NOUN,2,NN|NNP,1,NOUN,0,0.929596813014606,0.2760416666666667,1.8570420461579569,0.5126209814915194,0,1,0,0,1,0,1,0,0,1,1
remiss,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,remiss,NN,NOUN,1,NN,1,NOUN,0,3.2947100741967397,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,1,0,0,-1
remove,611,0.0001461139430485634,12.740618524425052,0.001861582009481314,113,0.7647835383059685,86.42053982857443,6,1,remov,NN,NOUN,1,NN,1,NOUN,0,0.3836399822979624,0.5885416666666666,0.7647835383059687,0.4501069782738253,1,0,0,1,0,1,0,1,0,0,-1
renounce,69,1.6500592586498976e-05,15.887122637465614,0.0002621469380125652,43,2.158697746019058,92.8240030788195,8,1,renounc,NN,NOUN,2,NN|NNP,1,NOUN,0,1.0804173398868067,0.22395833333333334,2.158697746019058,0.48345834936885157,1,0,0,0,0,1,0,0,0,0,-1
renovate,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,renov,NN,NOUN,1,NN,1,NOUN,0,3.795034728814654,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,0,0,1,0,0,0,1
renovation,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,2,6.584962500721156,13.169925001442312,10,1,renov,NN,NOUN,1,NN,1,NOUN,0,3.294735473135834,0.010416666666666666,6.584962500721156,0.06859335938251204,0,1,0,0,1,0,1,0,0,0,1
reparation,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,18,3.415037499278844,61.470674987019194,10,1,repar,NN,NOUN,1,NN,1,NOUN,0,1.7088514993392083,0.09375,3.415037499278844,0.3201597655573916,0,0,0,0,0,0,1,0,0,1,1
repay,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,5,5.2630344058337934,26.315172029168966,5,1,repai,NN,NOUN,1,NN,1,NOUN,0,2.6333248448616566,0.026041666666666668,5.2630344058337934,0.1370581876519217,1,1,0,0,1,0,1,0,0,1,1
reporter,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,report,NN,NOUN,1,NN,1,NOUN,0,3.7950672155492544,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,0,0,1,0,0,1,1
repress,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,4,5.584962500721156,22.339850002884624,7,1,repress,NN,NOUN,1,NN,1,NOUN,0,2.79440508283538,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,0,1,0,1,0,0,-1
repression,9,2.152251206934649e-06,18.82572209280147,4.0517683095648255e-05,5,5.2630344058337934,26.315172029168966,10,1,repress,NN,NOUN,1,NN,1,NOUN,0,2.6334885650904534,0.026041666666666668,5.2630344058337934,0.1370581876519217,0,0,0,1,0,1,0,0,0,0,-1
reprimand,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,9,1,reprimand,NN,NOUN,1,NN,1,NOUN,0,2.794380244223437,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,0,0,0,1,0,0,0,0,-1
reprisal,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,8,1,repris,NNP,NOUN,1,NNP,1,NOUN,0,3.795116639884867,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,1,0,0,-1
reproach,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,8,1,reproach,NN,NOUN,1,NN,1,NOUN,0,3.7950609717607193,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,0,0,1,0,1,0,0,-1
reproductive,21,5.021919482847514e-06,17.603329671465023,8.840250424011793e-05,10,4.2630344058337934,42.63034405833793,12,1,reproduct,NN,NOUN,1,NN,1,NOUN,0,2.133094947656581,0.052083333333333336,4.2630344058337934,0.22203304197051008,0,0,0,0,1,0,1,0,0,0,1
repudiation,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,2,6.584962500721156,13.169925001442312,11,1,repudi,NN,NOUN,1,NN,1,NOUN,0,3.294711443203026,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,1,0,0,1,0,0,0,0,-1
reputable,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,2,6.584962500721156,13.169925001442312,9,1,reput,NN,NOUN,1,NN,1,NOUN,0,3.2947114528860797,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,0,0,1,0,0,1,1
rescue,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,8,4.584962500721156,36.67970000576925,6,1,rescu,NN,NOUN,1,NN,1,NOUN,0,2.2941284660914363,0.041666666666666664,4.584962500721156,0.19104010419671483,0,1,0,0,1,0,1,0,1,1,1
resentment,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,10,1,resent,NN,NOUN,1,NN,1,NOUN,0,3.795015608440359,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,0,0,1,0,1,0,0,-1
resign,382,9.135110678322621e-05,13.418218266208035,0.0012257690896770065,113,0.7647835383059685,86.42053982857443,6,1,resign,NN,NOUN,1,NN,1,NOUN,0,0.3832916063368579,0.5885416666666666,0.7647835383059687,0.4501069782738253,1,0,1,1,0,1,0,1,0,0,-1
resignation,988,0.00023626935471682592,12.047279862659105,0.0028464030392434778,163,0.23623434649007874,38.50619847788283,11,1,resign,NN,NOUN,2,NN|NNP,1,NOUN,0,0.11878610820391133,0.8489583333333334,0.23623434649007846,0.2005531170723062,0,0,0,0,0,1,0,1,1,0,-1
resigned,120,2.8696682759128654e-05,15.088756498635265,0.000432997258471077,48,2.0,96.0,8,1,resign,VB,VERB,1,VB,1,VERB,0,1.0012004883728085,0.25,2.0,0.5,0,0,0,0,0,1,0,1,0,0,-1
resistance,39,9.326421896716812e-06,16.710244875381534,0.00015584679370525824,23,3.0614005446641435,70.4122125272753,10,1,resist,NN,NOUN,2,NN|NNP,1,NOUN,0,1.5320297833147667,0.11979166666666667,3.0614005446641435,0.36673027357955884,1,0,0,0,0,1,0,0,0,0,-1
resources,1510,0.00036109992471903554,11.435314260031342,0.004129291118435831,174,0.14201900487242786,24.711306847802447,9,1,resourc,NN,NOUN,2,NN|NNP,1,NOUN,0,0.07150714353495041,0.90625,0.14201900487242786,0.12870472316563775,0,0,0,0,1,0,1,0,0,1,1
respect,4562,0.0010909522228928744,9.840196362931644,0.010735184095842655,188,0.030373649043518695,5.710246020181515,7,1,respect,NN,NOUN,2,NN|NNP,1,NOUN,0,0.015460752977162553,0.9791666666666666,0.03037364904351901,0.029740864688445695,0,1,0,0,1,0,1,0,0,1,1
respectable,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,11,1,respect,NN,NOUN,1,NN,1,NOUN,0,3.2947083943485342,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,0,0,1,0,0,1,1
respectful,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,12,4.0,48.0,10,1,respect,NN,NOUN,2,NN|NNP,1,NOUN,0,2.0014801632293233,0.0625,4.0,0.25,0,0,0,0,0,0,1,0,0,1,1
respects,182,4.352330218467846e-05,14.487852454045086,0.0006305591803644397,66,1.5405683813627027,101.67751316993838,8,1,respect,NN,NOUN,1,NN,1,NOUN,0,0.7713472154351386,0.34375,1.5405683813627027,0.529570381093429,0,0,0,0,0,0,1,0,0,1,1
respite,42,1.0043838965695029e-05,16.603329671465023,0.00016676116951454083,35,2.4556794837761897,85.94878193216664,7,1,respit,NN,NOUN,1,NN,1,NOUN,0,1.22882564810819,0.18229166666666666,2.4556794837761897,0.44764990589670123,0,0,0,0,1,0,1,0,0,1,1
resplendent,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,resplend,NN,NOUN,1,NN,1,NOUN,0,3.795050759723567,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,1,0,1,0,0,0,1
responsible,1837,0.00043929838523766113,11.152511183132432,0.004899280154095035,180,0.09310940439148145,16.759692790466662,11,1,respons,NN,NOUN,2,NN|NNP,1,NOUN,0,0.046952121370902176,0.9375,0.09310940439148145,0.08729006661701386,0,0,0,0,0,0,1,0,0,1,1
responsive,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,7,4.777607578663552,33.44325305064487,10,1,respons,NN,NOUN,1,NN,1,NOUN,0,2.3905135288889166,0.036458333333333336,4.777607578663552,0.17418360963877536,0,1,0,0,0,0,1,0,0,1,1
restitution,17,4.065363390876559e-06,17.908184252993443,7.280327665919162e-05,14,3.777607578663552,52.886506101289726,11,1,restitut,NN,NOUN,2,NN|NNP,1,NOUN,0,1.8901679922837877,0.07291666666666667,3.777607578663552,0.275450552610884,1,0,0,0,0,0,1,0,0,0,1
restorative,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,restor,NN,NOUN,1,NN,1,NOUN,0,3.795014008894317,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,0,1,1
restrain,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,8,1,restrain,NN,NOUN,1,NN,1,NOUN,0,2.794374660149277,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,0,1,0,1,0,0,0,0,-1
restrict,122,2.9174960805114132e-05,15.064909756680896,0.00043951815168374663,57,1.7520724865564143,99.86813173371561,8,1,restrict,NN,NOUN,1,NN,1,NOUN,0,0.8770792301975111,0.296875,1.7520724865564143,0.5201465194464355,0,0,0,0,0,1,0,1,0,0,-1
restriction,402,9.613388724308099e-05,13.344595403064854,0.0012828678297827736,96,1.0,96.0,11,1,restrict,NN,NOUN,2,NN|NNP,1,NOUN,0,0.5011039632410597,0.5,1.0,0.5,1,0,0,1,0,1,0,1,0,0,-1
retaliate,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,retali,NN,NOUN,1,NN,1,NOUN,0,3.795039262837388,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,0,0,0,-1
retaliation,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,11,1,retali,NN,NOUN,1,NN,1,NOUN,0,3.795014696266622,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,1,0,1,0,0,0,0,-1
retard,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,retard,NN,NOUN,1,NN,1,NOUN,0,3.2946951398992588,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,1,1,0,1,0,1,0,0,-1
retirement,302,7.221998494380712e-05,13.757242354918704,0.0009935478357405343,97,0.9850496585340286,95.54981687780078,10,1,retir,NN,NOUN,2,NN|NNP,1,NOUN,0,0.49344169809426947,0.5052083333333334,0.9850496585340284,0.4976552962385456,0,1,0,1,1,1,1,1,0,1,0
retract,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,1,7.584962500721156,7.584962500721156,7,1,retract,NN,NOUN,1,NN,1,NOUN,0,3.7950424594115817,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,0,0,0,1,0,0,0,0,-1
retribution,5,1.1956951149636938e-06,19.67371899935642,2.3523769700698883e-05,4,5.584962500721156,22.339850002884624,11,1,retribut,NN,NOUN,2,NN|NNP,1,NOUN,0,2.794389277786935,0.020833333333333332,5.584962500721156,0.11635338543169074,1,0,0,1,0,1,0,1,0,0,-1
reunion,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,2,6.584962500721156,13.169925001442312,7,1,reunion,NNP,NOUN,2,NN|NNP,1,NOUN,0,3.29473112836776,0.010416666666666666,6.584962500721156,0.06859335938251204,0,1,0,0,0,0,1,0,0,1,1
revenge,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,reveng,NN,NOUN,1,NN,1,NOUN,0,3.7950223877251807,0.005208333333333333,7.584962500721156,0.03950501302458935,1,1,0,1,0,1,0,0,1,0,-1
revere,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,6,1,rever,NN,NOUN,1,NN,1,NOUN,0,3.795017631550491,0.005208333333333333,7.584962500721156,0.03950501302458935,0,1,0,0,1,0,1,0,0,1,1
reverence,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,9,1,rever,NN,NOUN,1,NN,1,NOUN,0,3.2947303854584535,0.010416666666666666,6.584962500721156,0.06859335938251204,0,0,0,0,1,0,1,0,0,1,1
reversal,13,3.1088072989056042e-06,18.29520737610269,5.6876274225819694e-05,7,4.777607578663552,33.44325305064487,8,1,revers,NN,NOUN,1,NN,1,NOUN,0,2.3904938325687435,0.036458333333333336,4.777607578663552,0.17418360963877536,1,0,1,0,0,1,0,0,1,0,-1
revival,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,7,1,reviv,NN,NOUN,2,NN|NNP,1,NOUN,0,3.0020395895530023,0.015625,6.0,0.09375,0,1,0,0,1,0,1,0,0,1,1
revive,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,11,4.125530882083859,45.380839702922444,6,1,reviv,NN,NOUN,1,NN,1,NOUN,0,2.0642285576326587,0.057291666666666664,4.125530882083859,0.23635854011938773,0,1,0,0,0,1,1,0,0,0,0
revoke,176,4.208846804672203e-05,14.536215475606486,0.0006118070405653299,70,1.4556794837761897,101.89756386433328,6,1,revok,NN,NOUN,2,NN|NNP,1,NOUN,0,0.7288553429580481,0.3645833333333333,1.4556794837761897,0.5307164784600692,1,0,1,1,0,1,0,1,0,0,-1
revolt,2,4.782780459854775e-07,20.995647094243783,1.0041757066435586e-05,2,6.584962500721156,13.169925001442312,6,1,revolt,NN,NOUN,1,NN,1,NOUN,0,3.2947108334166693,0.010416666666666666,6.584962500721156,0.06859335938251204,1,0,0,0,0,1,0,0,1,0,-1
revolution,103,2.4631319368252095e-05,15.309146567060564,0.0003770844783486489,23,3.0614005446641435,70.4122125272753,10,1,revolut,NNP,NOUN,2,NN|NNP,1,NOUN,0,1.5329131956868889,0.11979166666666667,3.0614005446641435,0.36673027357955884,1,1,0,1,0,1,1,1,1,0,0
revulsion,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,9,1,revuls,NN,NOUN,1,NN,1,NOUN,0,3.795025216115018,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,0,0,0,-1
reward,29,6.9350316667894245e-06,17.13766609911621,0.00011885025709223451,14,3.777607578663552,52.886506101289726,6,1,reward,NN,NOUN,1,NN,1,NOUN,0,1.890274477451099,0.07291666666666667,3.777607578663552,0.275450552610884,0,1,0,0,1,0,1,0,1,1,1
ribbon,7,1.6739731609491714e-06,19.188292172186177,3.212068610069074e-05,6,5.0,30.0,6,1,ribbon,NN,NOUN,1,NN,1,NOUN,0,2.5018018332799064,0.03125,5.0,0.15625,1,1,0,0,1,0,1,0,0,0,1
ridicule,8,1.91311218394191e-06,18.995647094243783,3.634080389785852e-05,6,5.0,30.0,8,1,ridicul,NN,NOUN,1,NN,1,NOUN,0,2.501754254146223,0.03125,5.0,0.15625,1,0,1,0,0,1,0,1,0,0,-1
rigor,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,5,1,rigor,NN,NOUN,1,NN,1,NOUN,0,3.00206778199948,0.015625,6.0,0.09375,0,0,1,1,0,1,0,0,0,0,-1
riot,31,7.4133097127749025e-06,17.041450783856906,0.0001263335526157419,29,2.726981505593584,79.08246366221394,4,1,riot,NN,NOUN,1,NN,1,NOUN,0,1.3645499313227774,0.15104166666666666,2.726981505593584,0.4118878315740309,1,0,0,1,0,1,0,0,0,0,-1
rising,6,1.4348341379564326e-06,19.410684593522628,2.785111289589125e-05,6,5.0,30.0,6,1,rise,VB,VERB,1,VB,1,VERB,0,2.5017581206575716,0.03125,5.0,0.15625,0,1,0,0,1,0,1,0,0,0,1
risk,63,1.5065758448542544e-05,16.018367170743865,0.00024132885053449092,32,2.584962500721156,82.718800023077,4,1,risk,NN,NOUN,2,NN|NNP,1,NOUN,0,1.2935933599977782,0.16666666666666666,2.584962500721156,0.430827083453526,0,1,0,1,0,1,0,0,0,0,-1
risky,3,7.174170689782163e-07,20.410684593522628,1.464297351692384e-05,3,6.0,18.0,5,1,riski,NN,NOUN,1,NN,1,NOUN,0,3.0020177639025563,0.015625,6.0,0.09375,0,1,0,1,0,1,0,0,0,0,-1
robbery,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,7,1,robberi,NN,NOUN,1,NN,1,NOUN,0,3.7950138134882234,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,1,0,0,-1
rod,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,3,1,rod,NNP,NOUN,1,NNP,1,NOUN,0,3.795013599099198,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,0,1,0,0,1,1
rooted,4,9.56556091970955e-07,19.995647094243783,1.9126958040900216e-05,4,5.584962500721156,22.339850002884624,6,1,root,VB,VERB,1,VB,1,VERB,0,2.794389178144207,0.020833333333333332,5.584962500721156,0.11635338543169074,0,0,0,0,0,0,1,0,0,1,1
rota,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,4,1,rota,NN,NOUN,1,NN,1,NOUN,0,3.7950424515153967,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,0,0,0,1,0,0,1,1
routine,17,4.065363390876559e-06,17.908184252993443,7.280327665919162e-05,14,3.777607578663552,52.886506101289726,7,1,routin,NN,NOUN,2,NN|NNP,1,NOUN,0,1.8902243338235836,0.07291666666666667,3.777607578663552,0.275450552610884,0,0,0,0,0,0,1,0,0,1,1
row,12,2.8696682759128652e-06,18.410684593522628,5.283255751586963e-05,3,6.0,18.0,3,1,row,NNP,NOUN,2,NN|NNP,1,NOUN,0,3.002103758136526,0.015625,6.0,0.09375,1,0,0,0,0,1,0,0,0,0,-1
ruin,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,4,1,ruin,NN,NOUN,1,NN,1,NOUN,0,3.7950205484229884,0.005208333333333333,7.584962500721156,0.03950501302458935,0,0,0,1,0,1,0,1,0,0,-1
rule,716,0.00017122354046280097,12.511831316979526,0.002142320055766584,156,0.29956028185890793,46.731403969989636,4,1,rule,NN,NOUN,2,NN|NNP,1,NOUN,0,0.1504128006868998,0.8125,0.29956028185890793,0.24339272901036269,0,0,0,1,0,0,0,0,0,1,0
ruthless,1,2.3913902299273877e-07,21.995647094243783,5.260017556210532e-06,1,7.584962500721156,7.584962500721156,8,1,ruthless,NN,NOUN,1,NN,1,NOUN,0,3.795025467926145,0.005208333333333333,7.584962500721156,0.03950501302458935,1,0,1,1,0,1,0,0,0,0,-1
sabotage,16,3.82622436788382e-06,17.995647094243783,6.885538342783323e-05,12,4.0,48.0,8,1,sabotag,NN,NOUN,2,NN|NNP,1,NOUN,0,2.001509604992431,0.0625,4.0,0.25,1,0,1,1,0,1,0,1,1,0,-1
